,attraction,land,park,day,is_open_M,is_open_A,is_open_E,wait_time_M,wait_time_A,wait_time_E
449,Awesome Planet,World Nature,EPCOT,Saturday,True,True,True,0.0,0.0,0.0
450,"Journey of Water, Inspired by Moana",World Nature,EPCOT,Friday,True,True,True,0.0,0.0,0.0
451,"Journey of Water, Inspired by Moana",World Nature,EPCOT,Saturday,True,True,True,0.0,0.0,0.0
452,Living with the Land,World Nature,EPCOT,Friday,True,True,True,15.0,20.0,5.0
453,Living with the Land,World Nature,EPCOT,Saturday,True,True,True,5.0,5.0,5.0
454,Soarin' Over California,World Nature,EPCOT,Friday,True,True,True,55.0,50.0,45.0
455,Soarin' Over California,World Nature,EPCOT,Saturday,True,True,True,65.0,50.0,50.0
456,The Seas with Nemo & Friends,World Nature,EPCOT,Friday,True,True,True,25.0,15.0,5.0
457,The Seas with Nemo & Friends,World Nature,EPCOT,Saturday,True,True,True,20.0,5.0,5.0
458,Turtle Talk With Crush,World Nature,EPCOT,Friday,True,True,True,15.0,15.0,15.0
459,Turtle Talk With Crush,World Nature,EPCOT,Saturday,True,True,True,15.0,15.0,15.0
460,Canada Far and Wide in Circle-Vision 360,World Showcase,EPCOT,Friday,True,True,True,0.0,0.0,0.0
461,Canada Far and Wide in Circle-Vision 360,World Showcase,EPCOT,Saturday,True,True,True,0.0,0.0,0.0
462,Frozen Ever After,World Showcase,EPCOT,Friday,True,True,False,55.0,75.0,0.0
463,Frozen Ever After,World Showcase,EPCOT,Saturday,True,True,True,75.0,85.0,75.0
464,Gran Fiesta Tour Starring The Three Caballeros,World Showcase,EPCOT,Friday,True,True,True,5.0,5.0,5.0
465,Gran Fiesta Tour Starring The Three Caballeros,World Showcase,EPCOT,Saturday,True,True,True,15.0,15.0,15.0
466,Meet Anna and Elsa at Royal Sommerhus,World Showcase,EPCOT,Friday,True,True,True,20.0,30.0,40.0
467,Meet Anna and Elsa at Royal Sommerhus,World Showcase,EPCOT,Saturday,True,True,True,40.0,20.0,40.0
468,Remy's Ratatouille Adventure,World Showcase,EPCOT,Friday,True,True,True,35.0,80.0,60.0
469,Remy's Ratatouille Adventure,World Showcase,EPCOT,Saturday,True,True,False,85.0,75.0,0.0
470,Remy's Ratatouille Adventure Single Rider,World Showcase,EPCOT,Friday,True,True,True,0.0,0.0,0.0
471,Remy's Ratatouille Adventure Single Rider,World Showcase,EPCOT,Saturday,True,True,False,0.0,0.0,0.0
472,Disney Junior Play and Dance!,Animation Courtyard,Hollywood Studios,Friday,True,True,True,0.0,0.0,0.0
473,Disney Junior Play and Dance!,Animation Courtyard,Hollywood Studios,Saturday,True,True,True,0.0,0.0,0.0
474,Meet Sulley at Walt Disney Presents,Animation Courtyard,Hollywood Studios,Friday,False,False,False,0.0,0.0,0.0
475,Meet Sulley at Walt Disney Presents,Animation Courtyard,Hollywood Studios,Saturday,False,False,False,0.0,0.0,0.0
476,Walt Disney Presents,Animation Courtyard,Hollywood Studios,Friday,True,True,True,15.0,20.0,20.0
477,Walt Disney Presents,Animation Courtyard,Hollywood Studios,Saturday,True,True,True,5.0,5.0,5.0
478,Meet Disney Stars at Red Carpet Dreams,Commissary Lane,Hollywood Studios,Friday,True,True,True,25.0,35.0,55.0
479,Meet Disney Stars at Red Carpet Dreams,Commissary Lane,Hollywood Studios,Saturday,True,True,True,40.0,45.0,45.0
480,For the First Time in Forever: A Frozen Sing-Along Celebration,Echo Lake,Hollywood Studios,Friday,True,True,True,0.0,0.0,0.0
481,For the First Time in Forever: A Frozen Sing-Along Celebration,Echo Lake,Hollywood Studios,Saturday,True,True,True,0.0,0.0,0.0
482,Indiana Jones™ Epic Stunt Spectacular!,Echo Lake,Hollywood Studios,Friday,True,True,True,0.0,0.0,0.0
483,Indiana Jones™ Epic Stunt Spectacular!,Echo Lake,Hollywood Studios,Saturday,True,True,True,0.0,0.0,0.0
484,Meet Olaf at Celebrity Spotlight,Echo Lake,Hollywood Studios,Friday,True,True,False,25.0,15.0,0.0
485,Meet Olaf at Celebrity Spotlight,Echo Lake,Hollywood Studios,Saturday,True,True,False,20.0,20.0,0.0
486,Star Tours – The Adventures Continue,Echo Lake,Hollywood Studios,Friday,True,True,True,20.0,15.0,5.0
487,Star Tours – The Adventures Continue,Echo Lake,Hollywood Studios,Saturday,True,True,True,15.0,25.0,5.0
488,Vacation Fun - An Original Animated Short with Mickey & Minnie,Echo Lake,Hollywood Studios,Friday,True,True,True,10.0,10.0,10.0
489,Vacation Fun - An Original Animated Short with Mickey & Minnie,Echo Lake,Hollywood Studios,Saturday,True,True,True,10.0,10.0,10.0
490,Mickey & Minnie's Runaway Railway,Hollywood Boulevard,Hollywood Studios,Friday,True,True,True,60.0,60.0,55.0
491,Mickey & Minnie's Runaway Railway,Hollywood Boulevard,Hollywood Studios,Saturday,True,True,True,50.0,50.0,65.0
492,Muppet*Vision 3D,Muppet Courtyard,Hollywood Studios,Friday,True,True,True,10.0,10.0,10.0
493,Muppet*Vision 3D,Muppet Courtyard,Hollywood Studios,Saturday,True,True,True,10.0,10.0,10.0
494,Toy Story Mania!,Pixar Place,Hollywood Studios,Friday,True,True,True,70.0,50.0,90.0
495,Toy Story Mania!,Pixar Place,Hollywood Studios,Saturday,True,True,True,40.0,50.0,70.0
496,Millennium Falcon: Smugglers Run,Star Wars: Galaxy's Edge,Hollywood Studios,Friday,True,True,True,55.0,35.0,45.0
497,Millennium Falcon: Smugglers Run,Star Wars: Galaxy's Edge,Hollywood Studios,Saturday,True,True,True,50.0,60.0,30.0
498,Millennium Falcon: Smugglers Run Single Rider,Star Wars: Galaxy's Edge,Hollywood Studios,Friday,True,True,True,0.0,0.0,0.0
499,Millennium Falcon: Smugglers Run Single Rider,Star Wars: Galaxy's Edge,Hollywood Studios,Saturday,True,True,True,0.0,0.0,0.0
500,Star Wars: Rise of the Resistance,Star Wars: Galaxy's Edge,Hollywood Studios,Friday,True,True,True,75.0,65.0,35.0
501,Star Wars: Rise of the Resistance,Star Wars: Galaxy's Edge,Hollywood Studios,Saturday,True,True,True,70.0,110.0,75.0
502,Beauty & The Beast Live on Stage,Sunset Boulevard,Hollywood Studios,Friday,True,True,True,0.0,0.0,0.0
503,Beauty & The Beast Live on Stage,Sunset Boulevard,Hollywood Studios,Saturday,True,True,True,0.0,0.0,0.0
504,Lightning McQueen's Racing Academy,Sunset Boulevard,Hollywood Studios,Friday,True,True,True,0.0,15.0,15.0
505,Lightning McQueen's Racing Academy,Sunset Boulevard,Hollywood Studios,Saturday,True,True,True,15.0,15.0,15.0
506,Rock 'n' Roller Coaster Starring Aerosmith,Sunset Boulevard,Hollywood Studios,Friday,True,True,True,45.0,65.0,90.0
507,Rock 'n' Roller Coaster Starring Aerosmith,Sunset Boulevard,Hollywood Studios,Saturday,True,True,True,100.0,70.0,70.0
508,Rock 'n' Roller Coaster Starring Aerosmith Single Rider,Sunset Boulevard,Hollywood Studios,Friday,True,True,True,0.0,0.0,0.0
509,Rock 'n' Roller Coaster Starring Aerosmith Single Rider,Sunset Boulevard,Hollywood Studios,Saturday,True,True,True,0.0,0.0,0.0
510,The Twilight Zone Tower of Terror™,Sunset Boulevard,Hollywood Studios,Friday,True,True,True,90.0,40.0,110.0
511,The Twilight Zone Tower of Terror™,Sunset Boulevard,Hollywood Studios,Saturday,True,True,True,50.0,95.0,90.0
512,Alien Swirling Saucers,Toy Story Land,Hollywood Studios,Friday,True,True,True,30.0,35.0,30.0
513,Alien Swirling Saucers,Toy Story Land,Hollywood Studios,Saturday,True,True,True,30.0,30.0,20.0
514,Slinky Dog Dash,Toy Story Land,Hollywood Studios,Friday,True,True,True,75.0,70.0,120.0
515,Slinky Dog Dash,Toy Story Land,Hollywood Studios,Saturday,True,True,True,115.0,105.0,100.0
516,Camp Jurassic™,Jurassic Park,Islands of Adventure,Friday,True,True,True,0.0,0.0,0.0
517,Camp Jurassic™,Jurassic Park,Islands of Adventure,Saturday,True,True,True,0.0,0.0,0.0
518,Jurassic Park Discovery Center™,Jurassic Park,Islands of Adventure,Friday,True,True,False,0.0,0.0,0.0
519,Jurassic Park Discovery Center™,Jurassic Park,Islands of Adventure,Saturday,True,True,True,0.0,0.0,0.0
520,Jurassic Park River Adventure™,Jurassic Park,Islands of Adventure,Friday,True,True,True,10.0,20.0,10.0
521,Jurassic Park River Adventure™,Jurassic Park,Islands of Adventure,Saturday,True,True,False,15.0,25.0,0.0
522,Jurassic World VelociCoaster,Jurassic Park,Islands of Adventure,Friday,True,True,True,45.0,65.0,90.0
523,Jurassic World VelociCoaster,Jurassic Park,Islands of Adventure,Saturday,True,True,True,75.0,60.0,105.0
524,Pteranodon Flyers™,Jurassic Park,Islands of Adventure,Friday,True,True,True,40.0,30.0,40.0
525,Pteranodon Flyers™,Jurassic Park,Islands of Adventure,Saturday,True,True,True,45.0,40.0,45.0
526,Skull Island: Reign of Kong™,Jurassic Park,Islands of Adventure,Friday,True,True,True,40.0,35.0,40.0
527,Skull Island: Reign of Kong™,Jurassic Park,Islands of Adventure,Saturday,True,True,True,40.0,35.0,45.0
528,Doctor Doom's Fearfall®,Marvel Super Hero Island,Islands of Adventure,Friday,True,True,True,10.0,5.0,5.0
529,Doctor Doom's Fearfall®,Marvel Super Hero Island,Islands of Adventure,Saturday,True,True,True,5.0,5.0,25.0
530,Storm Force Accelatron®,Marvel Super Hero Island,Islands of Adventure,Friday,True,True,True,5.0,5.0,5.0
531,Storm Force Accelatron®,Marvel Super Hero Island,Islands of Adventure,Saturday,True,True,True,5.0,5.0,10.0
532,The Amazing Adventures of Spider-Man®,Marvel Super Hero Island,Islands of Adventure,Friday,True,True,True,30.0,20.0,20.0
533,The Amazing Adventures of Spider-Man®,Marvel Super Hero Island,Islands of Adventure,Saturday,True,True,True,20.0,35.0,45.0
534,The Incredible Hulk Coaster®,Marvel Super Hero Island,Islands of Adventure,Friday,True,True,True,25.0,15.0,50.0
535,The Incredible Hulk Coaster®,Marvel Super Hero Island,Islands of Adventure,Saturday,True,True,True,15.0,25.0,90.0
536,Caro-Seuss-el™,Seuss Landing,Islands of Adventure,Friday,True,True,True,5.0,5.0,20.0
537,Caro-Seuss-el™,Seuss Landing,Islands of Adventure,Saturday,True,True,True,5.0,5.0,25.0
538,If I Ran The Zoo™,Seuss Landing,Islands of Adventure,Friday,True,True,True,0.0,0.0,0.0
539,If I Ran The Zoo™,Seuss Landing,Islands of Adventure,Saturday,True,True,True,0.0,0.0,0.0
540,"One Fish, Two Fish, Red Fish, Blue Fish™",Seuss Landing,Islands of Adventure,Friday,True,True,True,5.0,5.0,20.0
541,"One Fish, Two Fish, Red Fish, Blue Fish™",Seuss Landing,Islands of Adventure,Saturday,True,True,True,25.0,20.0,40.0
542,The Cat in The Hat™,Seuss Landing,Islands of Adventure,Friday,True,False,True,5.0,0.0,25.0
543,The Cat in The Hat™,Seuss Landing,Islands of Adventure,Saturday,True,True,True,20.0,20.0,45.0
544,The High in the Sky Seuss Trolley Train Ride!™,Seuss Landing,Islands of Adventure,Friday,True,False,True,30.0,0.0,10.0
545,The High in the Sky Seuss Trolley Train Ride!™,Seuss Landing,Islands of Adventure,Saturday,False,True,True,0.0,50.0,50.0
546,Flight of the Hippogriff™,The Wizarding World of Harry Potter - Hogsmeade,Islands of Adventure,Friday,True,True,True,20.0,25.0,40.0
547,Flight of the Hippogriff™,The Wizarding World of Harry Potter - Hogsmeade,Islands of Adventure,Saturday,True,True,True,35.0,25.0,45.0
548,Hagrid's Magical Creatures Motorbike Adventure™,The Wizarding World of Harry Potter - Hogsmeade,Islands of Adventure,Friday,True,True,True,85.0,75.0,90.0
549,Hagrid's Magical Creatures Motorbike Adventure™,The Wizarding World of Harry Potter - Hogsmeade,Islands of Adventure,Saturday,True,True,True,85.0,75.0,90.0
550,Harry Potter and the Forbidden Journey™,The Wizarding World of Harry Potter - Hogsmeade,Islands of Adventure,Friday,True,True,True,15.0,15.0,35.0
551,Harry Potter and the Forbidden Journey™,The Wizarding World of Harry Potter - Hogsmeade,Islands of Adventure,Saturday,True,True,True,25.0,35.0,35.0
552,Hogwarts™ Express - Hogsmeade™ Station,The Wizarding World of Harry Potter - Hogsmeade,Islands of Adventure,Friday,True,True,False,10.0,25.0,0.0
553,Hogwarts™ Express - Hogsmeade™ Station,The Wizarding World of Harry Potter - Hogsmeade,Islands of Adventure,Saturday,True,True,False,35.0,20.0,0.0
554,Dudley Do-Right's Ripsaw Falls®,Toon Lagoon,Islands of Adventure,Friday,False,False,False,0.0,0.0,0.0
555,Dudley Do-Right's Ripsaw Falls®,Toon Lagoon,Islands of Adventure,Saturday,False,False,False,0.0,0.0,0.0
556,"Me Ship, The Olive®",Toon Lagoon,Islands of Adventure,Friday,True,True,True,0.0,0.0,0.0
557,"Me Ship, The Olive®",Toon Lagoon,Islands of Adventure,Saturday,True,True,True,0.0,0.0,0.0
558,Popeye & Bluto's Bilge-Rat Barges®,Toon Lagoon,Islands of Adventure,Friday,True,True,True,10.0,10.0,10.0
559,Popeye & Bluto's Bilge-Rat Barges®,Toon Lagoon,Islands of Adventure,Saturday,True,False,True,10.0,0.0,10.0
560,Dragon Coaster,Castle Hill,Legoland California,Friday,False,True,True,0.0,5.0,5.0
561,Dragon Coaster,Castle Hill,Legoland California,Saturday,True,True,True,5.0,5.0,20.0
562,LEGO® City: Deep Sea Adventure,Castle Hill,Legoland California,Friday,False,True,True,0.0,5.0,5.0
563,LEGO® City: Deep Sea Adventure,Castle Hill,Legoland California,Saturday,True,True,True,5.0,5.0,35.0
564,Royal Joust,Castle Hill,Legoland California,Friday,False,True,True,0.0,5.0,5.0
565,Royal Joust,Castle Hill,Legoland California,Saturday,True,True,True,5.0,10.0,25.0
566,Coastersaurus,Explorer Island,Legoland California,Friday,False,True,True,0.0,15.0,20.0
567,Coastersaurus,Explorer Island,Legoland California,Saturday,True,True,True,45.0,50.0,30.0
568,Fairy Tale Brook,Explorer Island,Legoland California,Friday,False,False,False,0.0,0.0,0.0
569,Fairy Tale Brook,Explorer Island,Legoland California,Saturday,False,False,False,0.0,0.0,0.0
570,Driving School,Fun Town,Legoland California,Friday,False,True,True,0.0,5.0,5.0
571,Driving School,Fun Town,Legoland California,Saturday,True,True,True,5.0,5.0,10.0
572,Fun Town Police and Fire Academy,Fun Town,Legoland California,Friday,False,True,True,0.0,20.0,10.0
573,Fun Town Police and Fire Academy,Fun Town,Legoland California,Saturday,True,True,True,5.0,5.0,20.0
574,Junior Driving School,Fun Town,Legoland California,Friday,False,True,True,0.0,10.0,5.0
575,Junior Driving School,Fun Town,Legoland California,Saturday,True,True,True,5.0,5.0,10.0
576,Kid Power Tower,Fun Town,Legoland California,Friday,False,True,True,0.0,5.0,10.0
577,Kid Power Tower,Fun Town,Legoland California,Saturday,True,True,True,5.0,5.0,5.0
578,LEGOLAND® Express,Fun Town,Legoland California,Friday,False,True,True,0.0,5.0,5.0
579,LEGOLAND® Express,Fun Town,Legoland California,Saturday,True,True,True,5.0,5.0,5.0
580,Skipper School,Fun Town,Legoland California,Friday,False,True,True,0.0,25.0,10.0
581,Skipper School,Fun Town,Legoland California,Saturday,True,True,True,5.0,15.0,30.0
582,Sky Patrol,Fun Town,Legoland California,Friday,False,True,True,0.0,5.0,10.0
583,Sky Patrol,Fun Town,Legoland California,Saturday,True,True,True,5.0,15.0,20.0
584,BIONICLE® Blaster,Imagination Zone,Legoland California,Friday,False,True,True,0.0,5.0,5.0
585,BIONICLE® Blaster,Imagination Zone,Legoland California,Saturday,True,True,True,5.0,5.0,5.0
586,LEGO® Technic Coaster,Imagination Zone,Legoland California,Friday,False,True,True,0.0,5.0,5.0
587,LEGO® Technic Coaster,Imagination Zone,Legoland California,Saturday,True,True,True,5.0,10.0,10.0
588,LEGO® NINJAGO® The Ride,LEGO® NINJAGO® WORLD,Legoland California,Friday,False,True,True,0.0,10.0,5.0
589,LEGO® NINJAGO® The Ride,LEGO® NINJAGO® WORLD,Legoland California,Saturday,True,True,True,40.0,25.0,20.0
590,Beetle Bounce,Land of Adventure,Legoland California,Friday,False,True,True,0.0,5.0,5.0
591,Beetle Bounce,Land of Adventure,Legoland California,Saturday,True,True,True,5.0,5.0,10.0
592,Cargo Ace,Land of Adventure,Legoland California,Friday,False,True,True,0.0,5.0,5.0
593,Cargo Ace,Land of Adventure,Legoland California,Saturday,True,True,True,10.0,15.0,10.0
594,Dune Raiders,Land of Adventure,Legoland California,Friday,False,True,True,0.0,5.0,5.0
595,Dune Raiders,Land of Adventure,Legoland California,Saturday,True,True,True,0.0,5.0,5.0
596,Lost Kingdom Adventure,Land of Adventure,Legoland California,Friday,False,True,True,0.0,5.0,5.0
597,Lost Kingdom Adventure,Land of Adventure,Legoland California,Saturday,True,True,True,5.0,10.0,15.0
598,Coast Cruise,Miniland USA,Legoland California,Friday,False,True,True,0.0,5.0,5.0
599,Coast Cruise,Miniland USA,Legoland California,Saturday,True,True,True,10.0,5.0,15.0
600,Captain Cranky's Challenge,Pirate Shores,Legoland California,Friday,False,True,True,0.0,10.0,25.0
601,Captain Cranky's Challenge,Pirate Shores,Legoland California,Saturday,True,True,True,5.0,5.0,30.0
602,Pirate Reef,Pirate Shores,Legoland California,Friday,False,False,False,0.0,0.0,0.0
603,Pirate Reef,Pirate Shores,Legoland California,Saturday,False,False,False,0.0,0.0,0.0
604,Splash Battle,Pirate Shores,Legoland California,Friday,False,False,False,0.0,0.0,0.0
605,Splash Battle,Pirate Shores,Legoland California,Saturday,False,False,False,0.0,0.0,0.0
606,Emmet's Flying Adventure Ride,THE LEGO® MOVIE™ WORLD,Legoland California,Friday,False,True,True,0.0,10.0,15.0
607,Emmet's Flying Adventure Ride,THE LEGO® MOVIE™ WORLD,Legoland California,Saturday,True,True,True,15.0,35.0,15.0
608,Queen Watevra’s Carousel,THE LEGO® MOVIE™ WORLD,Legoland California,Friday,False,True,True,0.0,5.0,5.0
609,Queen Watevra’s Carousel,THE LEGO® MOVIE™ WORLD,Legoland California,Saturday,True,True,True,10.0,10.0,10.0
610,Unikitty's Disco Drop,THE LEGO® MOVIE™ WORLD,Legoland California,Friday,False,True,True,0.0,5.0,5.0
611,Unikitty's Disco Drop,THE LEGO® MOVIE™ WORLD,Legoland California,Saturday,True,True,True,5.0,15.0,25.0
612,A Pirate's Adventure ~ Treasures of the Seven Seas,Adventureland,Magic Kingdom,Friday,False,True,False,0.0,0.0,0.0
613,A Pirate's Adventure ~ Treasures of the Seven Seas,Adventureland,Magic Kingdom,Saturday,True,True,False,0.0,0.0,0.0
614,Jingle Cruise,Adventureland,Magic Kingdom,Friday,,,True,,,60.0
615,Jingle Cruise,Adventureland,Magic Kingdom,Saturday,True,True,True,45.0,30.0,75.0
616,Jungle Cruise,Adventureland,Magic Kingdom,Friday,False,False,,0.0,0.0,
617,Pirates of the Caribbean,Adventureland,Magic Kingdom,Friday,True,True,True,55.0,50.0,50.0
618,Pirates of the Caribbean,Adventureland,Magic Kingdom,Saturday,False,False,True,0.0,0.0,50.0
619,Swiss Family Treehouse,Adventureland,Magic Kingdom,Friday,True,True,True,5.0,5.0,5.0
620,Swiss Family Treehouse,Adventureland,Magic Kingdom,Saturday,True,True,True,5.0,5.0,5.0
621,The Magic Carpets of Aladdin,Adventureland,Magic Kingdom,Friday,True,True,True,20.0,15.0,35.0
622,The Magic Carpets of Aladdin,Adventureland,Magic Kingdom,Saturday,True,True,True,50.0,15.0,25.0
623,Walt Disney's Enchanted Tiki Room,Adventureland,Magic Kingdom,Friday,True,True,True,15.0,15.0,15.0
624,Walt Disney's Enchanted Tiki Room,Adventureland,Magic Kingdom,Saturday,True,True,True,10.0,10.0,10.0
625,"""it's a small world""",Fantasyland,Magic Kingdom,Friday,True,True,True,35.0,20.0,30.0
626,"""it's a small world""",Fantasyland,Magic Kingdom,Saturday,True,True,True,40.0,20.0,30.0
627,Dumbo the Flying Elephant,Fantasyland,Magic Kingdom,Friday,True,True,True,40.0,35.0,25.0
628,Dumbo the Flying Elephant,Fantasyland,Magic Kingdom,Saturday,True,True,True,40.0,30.0,15.0
629,Enchanted Tales with Belle,Fantasyland,Magic Kingdom,Friday,True,True,True,60.0,50.0,45.0
630,Enchanted Tales with Belle,Fantasyland,Magic Kingdom,Saturday,True,False,True,25.0,0.0,30.0
631,Mad Tea Party,Fantasyland,Magic Kingdom,Friday,True,True,True,20.0,15.0,25.0
632,Mad Tea Party,Fantasyland,Magic Kingdom,Saturday,True,True,True,30.0,15.0,20.0
633,Meet Ariel at Her Grotto,Fantasyland,Magic Kingdom,Friday,True,True,True,45.0,40.0,45.0
634,Meet Ariel at Her Grotto,Fantasyland,Magic Kingdom,Saturday,True,True,True,60.0,25.0,35.0
635,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,Fantasyland,Magic Kingdom,Friday,True,True,True,45.0,35.0,30.0
636,Meet Cinderella and a Visiting Princess at Princess Fairytale Hall,Fantasyland,Magic Kingdom,Saturday,True,True,True,40.0,40.0,30.0
637,Meet Daring Disney Pals as Circus Stars at Pete's Silly Sideshow,Fantasyland,Magic Kingdom,Friday,True,True,True,25.0,40.0,30.0
638,Meet Daring Disney Pals as Circus Stars at Pete's Silly Sideshow,Fantasyland,Magic Kingdom,Saturday,True,True,True,25.0,25.0,20.0
639,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,Fantasyland,Magic Kingdom,Friday,True,True,True,20.0,45.0,30.0
640,Meet Dashing Disney Pals as Circus Stars at Pete's Silly Sideshow,Fantasyland,Magic Kingdom,Saturday,True,True,True,45.0,35.0,40.0
641,Meet Princess Tiana and a Visiting Princess at Princess Fairytale Hall,Fantasyland,Magic Kingdom,Friday,True,True,True,35.0,30.0,30.0
642,Meet Princess Tiana and a Visiting Princess at Princess Fairytale Hall,Fantasyland,Magic Kingdom,Saturday,True,True,True,30.0,30.0,50.0
643,Mickey's PhilharMagic,Fantasyland,Magic Kingdom,Friday,True,True,True,15.0,15.0,15.0
644,Mickey's PhilharMagic,Fantasyland,Magic Kingdom,Saturday,True,True,True,25.0,25.0,15.0
645,Peter Pan's Flight,Fantasyland,Magic Kingdom,Friday,True,True,True,75.0,80.0,75.0
646,Peter Pan's Flight,Fantasyland,Magic Kingdom,Saturday,True,True,True,75.0,85.0,55.0
647,Prince Charming Regal Carrousel,Fantasyland,Magic Kingdom,Friday,True,True,True,15.0,10.0,15.0
648,Prince Charming Regal Carrousel,Fantasyland,Magic Kingdom,Saturday,True,True,True,20.0,20.0,10.0
649,Seven Dwarfs Mine Train,Fantasyland,Magic Kingdom,Friday,True,True,True,80.0,85.0,75.0
650,Seven Dwarfs Mine Train,Fantasyland,Magic Kingdom,Saturday,True,True,True,80.0,80.0,75.0
651,The Barnstormer,Fantasyland,Magic Kingdom,Friday,True,True,True,35.0,20.0,20.0
652,The Barnstormer,Fantasyland,Magic Kingdom,Saturday,True,True,True,35.0,25.0,30.0
653,The Many Adventures of Winnie the Pooh,Fantasyland,Magic Kingdom,Friday,True,True,True,50.0,35.0,45.0
654,The Many Adventures of Winnie the Pooh,Fantasyland,Magic Kingdom,Saturday,True,True,True,45.0,20.0,50.0
655,Under the Sea - Journey of The Little Mermaid,Fantasyland,Magic Kingdom,Friday,True,True,True,25.0,50.0,30.0
656,Under the Sea - Journey of The Little Mermaid,Fantasyland,Magic Kingdom,Saturday,True,True,True,45.0,35.0,40.0
657,Walt Disney World Railroad - Fantasyland,Fantasyland,Magic Kingdom,Friday,True,True,False,10.0,20.0,0.0
658,Walt Disney World Railroad - Fantasyland,Fantasyland,Magic Kingdom,Saturday,True,True,False,0.0,30.0,0.0
659,Big Thunder Mountain Railroad,Frontierland,Magic Kingdom,Friday,True,True,True,55.0,60.0,55.0
660,Big Thunder Mountain Railroad,Frontierland,Magic Kingdom,Saturday,True,True,True,65.0,45.0,40.0
661,Country Bear Jamboree,Frontierland,Magic Kingdom,Friday,True,True,True,0.0,15.0,15.0
662,Country Bear Jamboree,Frontierland,Magic Kingdom,Saturday,False,True,True,0.0,15.0,15.0
663,Splash Mountain,Frontierland,Magic Kingdom,Friday,False,False,False,0.0,0.0,0.0
664,Splash Mountain,Frontierland,Magic Kingdom,Saturday,False,False,False,0.0,0.0,0.0
665,Tom Sawyer Island,Frontierland,Magic Kingdom,Friday,True,True,False,0.0,10.0,0.0
666,Tom Sawyer Island,Frontierland,Magic Kingdom,Saturday,True,True,False,5.0,5.0,0.0
667,Walt Disney World Railroad - Frontierland,Frontierland,Magic Kingdom,Friday,True,True,False,10.0,40.0,0.0
668,Walt Disney World Railroad - Frontierland,Frontierland,Magic Kingdom,Saturday,True,True,False,0.0,10.0,0.0
669,Haunted Mansion,Liberty Square,Magic Kingdom,Friday,False,False,True,0.0,0.0,65.0
670,Haunted Mansion,Liberty Square,Magic Kingdom,Saturday,True,True,True,45.0,60.0,60.0
671,Liberty Square Riverboat,Liberty Square,Magic Kingdom,Friday,True,True,True,0.0,15.0,15.0
672,Liberty Square Riverboat,Liberty Square,Magic Kingdom,Saturday,True,False,True,15.0,0.0,15.0
673,The Hall of Presidents,Liberty Square,Magic Kingdom,Friday,True,True,True,0.0,15.0,15.0
674,The Hall of Presidents,Liberty Square,Magic Kingdom,Saturday,True,True,True,0.0,0.0,0.0
675,Disney Festival of Fantasy Parade,"Main Street, U.S.A.",Magic Kingdom,Friday,True,True,True,0.0,0.0,0.0
676,Disney Festival of Fantasy Parade,"Main Street, U.S.A.",Magic Kingdom,Saturday,True,True,True,0.0,0.0,0.0
677,Meet Mickey at Town Square Theater,"Main Street, U.S.A.",Magic Kingdom,Friday,True,True,True,40.0,30.0,60.0
678,Meet Mickey at Town Square Theater,"Main Street, U.S.A.",Magic Kingdom,Saturday,True,True,True,45.0,25.0,25.0
679,"Walt Disney World Railroad - Main Street, U.S.A.","Main Street, U.S.A.",Magic Kingdom,Friday,True,True,False,10.0,10.0,0.0
680,"Walt Disney World Railroad - Main Street, U.S.A.","Main Street, U.S.A.",Magic Kingdom,Saturday,True,True,False,0.0,10.0,0.0
681,Astro Orbiter,Tomorrowland,Magic Kingdom,Friday,True,True,True,35.0,35.0,40.0
682,Astro Orbiter,Tomorrowland,Magic Kingdom,Saturday,True,True,True,35.0,35.0,40.0
683,Buzz Lightyear's Space Ranger Spin,Tomorrowland,Magic Kingdom,Friday,True,True,True,50.0,55.0,80.0
684,Buzz Lightyear's Space Ranger Spin,Tomorrowland,Magic Kingdom,Saturday,True,True,True,50.0,45.0,45.0
685,Monsters Inc. Laugh Floor,Tomorrowland,Magic Kingdom,Friday,True,True,True,20.0,15.0,10.0
686,Monsters Inc. Laugh Floor,Tomorrowland,Magic Kingdom,Saturday,True,True,True,25.0,10.0,10.0
687,Space Mountain,Tomorrowland,Magic Kingdom,Friday,True,True,True,60.0,65.0,50.0
688,Space Mountain,Tomorrowland,Magic Kingdom,Saturday,True,True,False,65.0,60.0,0.0
689,TRON Lightcycle / Run,Tomorrowland,Magic Kingdom,Friday,True,True,True,0.0,0.0,0.0
690,TRON Lightcycle / Run,Tomorrowland,Magic Kingdom,Saturday,True,True,True,0.0,0.0,0.0
691,Tomorrowland Speedway,Tomorrowland,Magic Kingdom,Friday,True,True,True,20.0,5.0,20.0
692,Tomorrowland Speedway,Tomorrowland,Magic Kingdom,Saturday,True,True,True,15.0,5.0,15.0
693,Tomorrowland Transit Authority PeopleMover,Tomorrowland,Magic Kingdom,Friday,True,True,True,20.0,20.0,15.0
694,Tomorrowland Transit Authority PeopleMover,Tomorrowland,Magic Kingdom,Saturday,False,True,True,0.0,20.0,20.0
695,Walt Disney's Carousel of Progress,Tomorrowland,Magic Kingdom,Friday,True,True,True,5.0,5.0,5.0
696,Walt Disney's Carousel of Progress,Tomorrowland,Magic Kingdom,Saturday,True,True,True,5.0,5.0,5.0
