,attraction,land,park,day,is_open_M,is_open_A,is_open_E,wait_time_M,wait_time_A,wait_time_E
946,Zumanjaro: Drop of Doom,Thrill Rides,Six Flags Great Adventure,Saturday,True,True,True,0.0,0.0,0.0
947,Big Kahuna,Family Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
948,Big Kahuna,Family Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
949,Colossus,Family Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
950,Colossus,Family Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
951,Foghorn Leghorn National Park Railway,Family Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
952,Foghorn Leghorn National Park Railway,Family Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
953,Gulley Washer Creek,Family Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
954,Gulley Washer Creek,Family Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
955,Hurricane Bay,Family Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
956,Hurricane Bay,Family Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
957,Log Flume,Family Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
958,Log Flume,Family Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
959,River King Mine Train,Family Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
960,River King Mine Train,Family Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
961,Shazam!,Family Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
962,Shazam!,Family Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
963,THE JOKER Inc.,Family Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
964,THE JOKER Inc.,Family Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
965,Thunder River,Family Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
966,Thunder River,Family Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
967,Tommy G. Robertson Railroad,Family Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
968,Tommy G. Robertson Railroad,Family Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
969,Tsunami Soaker,Family Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
970,Tsunami Soaker,Family Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
971,Adventure Cove,Kids' Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
972,Adventure Cove,Kids' Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
973,Bugs Bunny Fort Fun,Kids' Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
974,Bugs Bunny Fort Fun,Kids' Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
975,Bugs Bunny Ranger Pilots,Kids' Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
976,Bugs Bunny Ranger Pilots,Kids' Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
977,Daffy Duck Stars on Parade,Kids' Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
978,Daffy Duck Stars on Parade,Kids' Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
979,Elmer Fudd Weather Balloons,Kids' Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
980,Elmer Fudd Weather Balloons,Kids' Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
981,JUSTICE LEAGUE: Battle for Metropolis,Kids' Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
982,JUSTICE LEAGUE: Battle for Metropolis,Kids' Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
983,Marvin the Martian Camp Invasion,Kids' Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
984,Marvin the Martian Camp Invasion,Kids' Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
985,Pandemonium,Kids' Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
986,Pandemonium,Kids' Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
987,Taz Twisters,Kids' Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
988,Taz Twisters,Kids' Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
989,Tweety Twee House,Kids' Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
990,Tweety Twee House,Kids' Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
991,Yosemite Sam Tugboat Tailspin,Kids' Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
992,Yosemite Sam Tugboat Tailspin,Kids' Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
993,Cannibal Hideout,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
994,Cannibal Hideout,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
995,Creatures of the Corn,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
996,Creatures of the Corn,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
997,Love At First Fright,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
998,Love At First Fright,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
999,Oddballs Funhouse,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1000,Oddballs Funhouse,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1001,Rookie Racer,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1002,Rookie Racer,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1003,Rottingham & Bones Graveyard,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1004,Rottingham & Bones Graveyard,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1005,Sinister Clowns,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1006,Sinister Clowns,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1007,Spider Alley,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1008,Spider Alley,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1009,Steampunk Pumpkins,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1010,Steampunk Pumpkins,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1011,THE JOKER™: Carnival of Chaos,Seasonal Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1012,THE JOKER™: Carnival of Chaos,Seasonal Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1013,The Slaughter House,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1014,The Slaughter House,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1015,The Underground,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1016,The Underground,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1017,Troll Bypass,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1018,Troll Bypass,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1019,Zombieville,Seasonal Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1020,Zombieville,Seasonal Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1021,American Thunder,Thrill Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1022,American Thunder,Thrill Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1023,BATMAN: The Ride,Thrill Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1024,BATMAN: The Ride,Thrill Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1025,Boomerang,Thrill Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1026,Boomerang,Thrill Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1027,CATWOMAN Whip,Thrill Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1028,CATWOMAN Whip,Thrill Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1029,Fireball,Thrill Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1030,Fireball,Thrill Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1031,MR. FREEZE: Reverse Blast,Thrill Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1032,MR. FREEZE: Reverse Blast,Thrill Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1033,Ninja,Thrill Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1034,Ninja,Thrill Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1035,SUPERGIRL Sky Flyer,Thrill Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1036,SUPERGIRL Sky Flyer,Thrill Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1037,Screamin’ Eagle,Thrill Rides,Six Flags St. Louis,Friday,True,True,True,0.0,0.0,0.0
1038,Screamin’ Eagle,Thrill Rides,Six Flags St. Louis,Saturday,True,True,True,0.0,0.0,0.0
1039,SkyScreamer,Thrill Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1040,SkyScreamer,Thrill Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1041,Spinsanity,Thrill Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1042,Spinsanity,Thrill Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1043,The Boss,Thrill Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1044,The Boss,Thrill Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1045,Tornado,Thrill Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1046,Tornado,Thrill Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1047,Tube Slides,Thrill Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1048,Tube Slides,Thrill Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1049,Wahoo Racer,Thrill Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1050,Wahoo Racer,Thrill Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1051,Pirate Ship Slides,Water Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1052,Pirate Ship Slides,Water Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1053,Typhoon Twister,Water Rides,Six Flags St. Louis,Friday,False,False,False,0.0,0.0,0.0
1054,Typhoon Twister,Water Rides,Six Flags St. Louis,Saturday,False,False,False,0.0,0.0,0.0
1055,Bloodmoon: Dark Offerings,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,15.0
1056,Bloodmoon: Dark Offerings,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,35.0
1057,Chucky: Ultimate Kill Count,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,10.0
1058,Chucky: Ultimate Kill Count,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,10.0
1059,Dr. Oddfellow's Twisted Origins,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,10.0
1060,Dr. Oddfellow's Twisted Origins,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,10.0
1061,Dueling Dragons: Choose Thy Fate,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,5.0
1062,Dueling Dragons: Choose Thy Fate,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,5.0
1063,Stranger Things 4,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,25.0
1064,Stranger Things 4,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,15.0
1065,The Darkest Deal,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,5.0
1066,The Darkest Deal,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,5.0
1067,The Exorcist: Believer,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,5.0
1068,The Exorcist: Believer,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,10.0
1069,The Last of Us™,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,15.0
1070,The Last of Us™,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,15.0
1071,Universal Monsters: Unmasked,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,20.0
1072,Universal Monsters: Unmasked,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,10.0
1073,YETI: Campground Kills,Halloween,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,20.0
1074,YETI: Campground Kills,Halloween,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,15.0
1075,Despicable Me Minion Mayhem™,Illumination's Minion Land,Universal Studios Orlando,Friday,True,True,False,50.0,20.0,0.0
1076,Despicable Me Minion Mayhem™,Illumination's Minion Land,Universal Studios Orlando,Saturday,True,True,False,35.0,35.0,0.0
1077,Illumination Theater,Illumination's Minion Land,Universal Studios Orlando,Friday,True,True,True,0.0,0.0,0.0
1078,Illumination Theater,Illumination's Minion Land,Universal Studios Orlando,Saturday,True,True,True,0.0,0.0,0.0
1079,Illumination's Villain-Con Minion Blast,Illumination's Minion Land,Universal Studios Orlando,Friday,True,True,False,20.0,15.0,0.0
1080,Illumination's Villain-Con Minion Blast,Illumination's Minion Land,Universal Studios Orlando,Saturday,True,True,False,35.0,35.0,0.0
1081,Race Through New York Starring Jimmy Fallon™,New York,Universal Studios Orlando,Friday,True,True,False,20.0,20.0,0.0
1082,Race Through New York Starring Jimmy Fallon™,New York,Universal Studios Orlando,Saturday,True,True,False,25.0,25.0,0.0
1083,Revenge of the Mummy™,New York,Universal Studios Orlando,Friday,True,True,True,35.0,35.0,15.0
1084,Revenge of the Mummy™,New York,Universal Studios Orlando,Saturday,True,True,True,35.0,45.0,10.0
1085,Hollywood Rip Ride Rockit™,Production Central,Universal Studios Orlando,Friday,True,True,True,25.0,25.0,5.0
1086,Hollywood Rip Ride Rockit™,Production Central,Universal Studios Orlando,Saturday,True,True,True,20.0,25.0,5.0
1087,TRANSFORMERS™: The Ride-3D,Production Central,Universal Studios Orlando,Friday,True,True,True,35.0,35.0,5.0
1088,TRANSFORMERS™: The Ride-3D,Production Central,Universal Studios Orlando,Saturday,True,True,True,40.0,40.0,5.0
1089,Fast & Furious - Supercharged™,San Francisco,Universal Studios Orlando,Friday,True,True,False,15.0,20.0,0.0
1090,Fast & Furious - Supercharged™,San Francisco,Universal Studios Orlando,Saturday,True,True,False,25.0,30.0,0.0
1091,Harry Potter and the Escape from Gringotts™,The Wizarding World of Harry Potter - Diagon Alley,Universal Studios Orlando,Friday,True,True,False,60.0,120.0,0.0
1092,Harry Potter and the Escape from Gringotts™,The Wizarding World of Harry Potter - Diagon Alley,Universal Studios Orlando,Saturday,True,True,True,60.0,60.0,15.0
1093,Hogwarts™ Express - King's Cross Station,The Wizarding World of Harry Potter - Diagon Alley,Universal Studios Orlando,Friday,True,True,False,10.0,65.0,0.0
1094,Hogwarts™ Express - King's Cross Station,The Wizarding World of Harry Potter - Diagon Alley,Universal Studios Orlando,Saturday,True,True,False,50.0,80.0,0.0
1095,E.T. Adventure™,Woody Woodpecker's Kidzone,Universal Studios Orlando,Friday,True,True,False,25.0,15.0,0.0
1096,E.T. Adventure™,Woody Woodpecker's Kidzone,Universal Studios Orlando,Saturday,True,True,False,25.0,25.0,0.0
1097,Kang & Kodos' Twirl 'n' Hurl,World Expo,Universal Studios Orlando,Friday,True,True,False,10.0,20.0,0.0
1098,Kang & Kodos' Twirl 'n' Hurl,World Expo,Universal Studios Orlando,Saturday,True,True,False,35.0,35.0,0.0
1099,MEN IN BLACK™ Alien Attack!™,World Expo,Universal Studios Orlando,Friday,False,True,True,0.0,35.0,10.0
1100,MEN IN BLACK™ Alien Attack!™,World Expo,Universal Studios Orlando,Saturday,True,True,True,50.0,35.0,10.0
1101,The Simpsons Ride™,World Expo,Universal Studios Orlando,Friday,True,True,False,20.0,25.0,0.0
1102,The Simpsons Ride™,World Expo,Universal Studios Orlando,Saturday,True,True,False,25.0,60.0,0.0
